index,store_ID,day_of_week,date,nb_customers_on_day,open,promotion,state_holiday,school_holiday,sales
698668,891,3,10/06/2015,871,1,0,0,0,6202
106139,612,1,27/07/2015,548,1,1,0,0,8979
523642,729,4,09/07/2015,968,1,0,0,1,8156
173104,641,5,25/01/2013,604,1,1,0,0,6242
297840,841,6,13/12/2014,188,1,0,0,0,1295
415621,312,3,14/05/2014,437,1,0,0,0,4059
699937,997,6,31/05/2014,359,1,0,0,0,4046
353268,845,5,08/02/2013,426,1,1,0,0,5431
207517,934,3,10/07/2013,614,1,0,0,0,5574
326850,1044,4,11/09/2014,753,1,0,0,1,5294
673570,1036,4,17/10/2013,426,1,0,0,0,4167
305907,961,3,05/03/2014,683,1,1,0,0,6521
652975,269,2,29/01/2013,797,1,0,0,0,5980
474872,801,2,17/09/2013,381,1,0,0,0,3386
388416,564,4,18/07/2013,499,1,1,0,0,5963
512740,674,6,28/09/2013,607,1,0,0,0,6076
34563,982,2,18/03/2014,753,1,1,0,0,9046
700394,323,6,28/12/2013,656,1,0,0,0,7285
665035,8,4,31/10/2013,798,1,0,0,0,6002
670599,441,7,27/10/2013,0,0,0,0,0,0
450005,340,3,01/10/2014,779,1,1,0,0,7025
455300,1110,3,06/11/2013,501,1,1,0,0,4638
304293,913,1,14/01/2013,925,1,0,0,0,6397
245114,382,4,31/01/2013,680,1,0,0,0,7814
560195,957,1,21/04/2014,0,0,0,1,1,0
72005,82,5,21/03/2014,893,1,1,0,0,9639
446853,1078,5,29/08/2014,464,1,0,0,1,5199
626033,259,1,12/08/2013,2294,1,1,0,1,11923
242564,462,4,20/11/2014,571,1,0,0,0,4078
449475,321,6,01/02/2014,675,1,0,0,0,6651
111469,1009,3,25/03/2015,474,1,0,0,0,4721
55862,821,1,20/10/2014,958,1,1,0,1,11005
491044,105,5,20/12/2013,696,1,1,0,0,6956
686598,1047,4,12/03/2015,496,1,0,0,0,4261
231792,427,6,25/04/2015,657,1,0,0,0,5867
452302,559,7,07/06/2015,0,0,0,0,0,0
240395,286,1,19/01/2015,373,1,0,0,0,3663
333448,135,5,19/04/2013,485,1,0,0,0,4732
153123,479,7,02/06/2013,0,0,0,0,0,0
327622,1101,2,08/07/2014,903,1,0,0,0,8432
13309,174,7,11/05/2014,0,0,0,0,0,0
414614,854,6,11/10/2014,774,1,0,0,0,6723
500223,908,3,10/09/2014,304,1,0,0,0,3172
659702,450,7,18/01/2015,0,0,0,0,0,0
662842,423,5,05/04/2013,1894,1,0,0,1,10559
607912,1070,4,27/02/2014,687,1,0,0,0,5400
385535,2,7,01/09/2013,0,0,0,0,0,0
74995,316,1,21/04/2014,0,0,0,1,1,0
410802,1054,3,08/04/2015,522,1,0,0,1,4708
601060,1111,2,15/01/2013,360,1,0,0,0,3684
44487,760,6,03/08/2013,1338,1,0,0,0,7779
198673,410,4,23/10/2014,786,1,1,0,0,6507
144836,441,1,06/10/2014,777,1,1,0,1,8203
356506,170,7,28/09/2014,0,0,0,0,0,0
395962,732,5,21/03/2014,572,1,1,0,0,5481
260167,180,4,27/06/2013,710,1,0,0,1,5833
103931,874,5,26/06/2015,467,1,0,0,0,4260
278753,181,6,08/06/2013,424,1,0,0,0,3562
166250,1005,2,17/02/2015,954,1,1,0,0,7097
162997,476,2,26/02/2013,611,1,0,0,0,5025
215278,255,6,28/02/2015,765,1,0,0,0,7634
678102,453,1,03/11/2014,1007,1,1,0,0,10007
296132,261,4,21/02/2013,1004,1,1,0,1,13490
441352,120,6,27/09/2014,541,1,0,0,0,5477
306810,878,5,21/11/2014,785,1,0,0,0,8163
553427,201,1,28/04/2014,501,1,1,0,0,6408
493931,478,2,25/03/2014,575,1,0,0,0,4899
611622,1090,7,16/02/2014,0,0,0,0,0,0
13346,897,4,11/06/2015,239,1,0,0,0,2108
664532,237,7,15/12/2013,0,0,0,0,0,0
67647,296,4,30/01/2014,794,1,0,0,0,6205
623904,907,1,20/04/2015,775,1,0,0,0,6134
485433,765,7,21/04/2013,0,0,0,0,0,0
214240,64,5,01/11/2013,0,0,0,1,1,0
530126,1067,1,04/11/2013,604,1,1,0,0,7521
162855,565,2,30/09/2014,985,1,1,0,0,9414
351401,565,2,05/08/2014,828,1,1,0,1,7548
38634,911,2,29/04/2014,975,1,1,0,1,10441
139331,474,7,15/12/2013,0,0,0,0,0,0
124417,1020,7,29/12/2013,0,0,0,0,1,0
529674,1028,3,18/02/2015,614,1,1,0,0,5894
504299,180,6,15/06/2013,855,1,0,0,0,6940
480865,795,3,18/06/2014,607,1,1,0,0,6689
642755,311,7,11/08/2013,0,0,0,0,1,0
315352,381,3,05/02/2014,1042,1,1,0,1,10426
397733,846,3,10/07/2013,761,1,0,0,0,6902
443498,331,4,03/04/2014,1016,1,1,0,0,8686
662202,1014,6,28/12/2013,646,1,0,0,0,5864
680080,841,7,15/06/2014,0,0,0,0,0,0
479172,11,3,26/06/2013,1083,1,0,0,1,8560
687909,210,3,13/11/2013,248,1,0,0,0,2296
575620,558,4,10/01/2013,524,1,1,0,0,3791
176235,618,4,19/06/2014,0,0,1,1,0,0
108928,744,5,17/07/2015,850,1,1,0,0,7889
539081,116,2,20/08/2013,744,1,0,0,0,6784
32049,10,7,26/10/2014,0,0,0,0,0,0
493454,879,5,15/11/2013,340,1,0,0,0,3509
295339,1090,6,23/03/2013,341,1,0,0,0,2614
599173,552,6,08/03/2014,415,1,0,0,0,4120
521079,414,5,01/11/2013,494,1,0,0,0,5770
437185,972,1,27/04/2015,541,1,1,0,0,5704
572136,163,3,27/03/2013,1282,1,1,0,1,11841
356665,301,2,24/12/2013,486,1,0,0,1,4394
263486,383,1,17/06/2013,2620,1,1,0,0,23085
46008,148,5,08/05/2015,877,1,1,0,0,9057
471083,809,5,15/05/2015,895,1,0,0,0,9000
646314,240,6,02/03/2013,393,1,0,0,0,3725
644642,53,1,10/03/2014,523,1,0,0,0,4480
129373,259,5,18/04/2014,3062,1,1,1,1,15695
383507,165,7,07/07/2013,0,0,0,0,0,0
316475,186,3,20/02/2013,342,1,1,0,0,3515
168341,930,3,14/01/2015,1004,1,1,0,0,7021
406711,519,7,06/01/2013,0,0,0,0,0,0
500589,393,1,22/09/2014,483,1,0,0,0,4375
243774,206,6,31/01/2015,622,1,0,0,0,6208
667917,267,2,21/10/2014,1050,1,1,0,1,9420
684947,352,1,21/01/2013,616,1,1,0,0,7550
297640,673,3,15/01/2014,469,1,0,0,0,5036
114374,196,5,24/04/2015,623,1,0,0,0,4718
158875,764,7,24/05/2015,0,0,0,0,0,0
352423,910,7,29/03/2015,0,0,0,0,0,0
60091,1033,4,30/07/2015,1213,1,1,0,1,11952
386353,200,4,23/04/2015,895,1,0,0,0,6808
384979,982,6,24/05/2014,551,1,0,0,0,6005
336732,764,5,28/03/2014,410,1,0,0,0,3367
424062,60,5,16/08/2013,699,1,1,0,1,7597
32467,637,2,01/10/2013,689,1,0,0,0,7671
8037,610,6,14/03/2015,416,1,0,0,0,3498
176849,436,2,12/11/2013,531,1,0,0,0,4445
308261,750,2,26/03/2013,388,1,1,0,1,4974
706586,1085,7,07/06/2015,0,0,0,0,0,0
561746,734,4,07/08/2014,531,1,1,0,1,5907
535104,500,3,04/06/2014,402,1,1,0,0,5523
670327,811,1,13/07/2015,867,1,1,0,0,6526
96898,64,7,02/11/2014,0,0,0,0,0,0
447362,485,6,02/02/2013,440,1,0,0,0,4542
611732,421,5,20/12/2013,1474,1,1,0,0,15000
178173,539,5,03/07/2015,1225,1,1,0,0,11863
163582,898,5,26/06/2015,552,1,0,0,0,4543
109145,461,7,13/07/2014,0,0,0,0,0,0
209223,50,4,08/05/2014,355,1,1,0,0,4276
596535,773,5,20/06/2014,832,1,1,0,0,5555
542246,346,4,07/02/2013,563,1,1,0,0,6129
498154,570,3,04/09/2013,607,1,0,0,0,3812
173910,485,1,16/06/2014,499,1,1,0,1,6276
221278,452,3,27/03/2013,625,1,1,0,1,7194
70642,986,2,10/02/2015,599,1,0,0,0,3969
110514,271,4,06/03/2014,982,1,1,0,0,9973
33092,545,3,13/11/2013,914,1,0,0,0,8243
290908,446,3,16/10/2013,593,1,0,0,0,4576
420125,879,3,10/07/2013,273,1,0,0,0,2856
238746,1028,6,01/06/2013,399,1,0,0,0,3312
233894,1038,4,15/01/2015,478,1,1,0,0,5641
192872,623,4,21/08/2014,775,1,1,0,0,6700
581036,790,4,20/06/2013,606,1,1,0,0,6190
237401,661,1,11/11/2013,582,1,0,0,0,6100
566544,664,3,26/06/2013,473,1,0,0,0,3671
32100,575,3,27/03/2013,681,1,1,0,1,8469
109302,408,7,02/11/2014,0,0,0,0,0,0
332867,103,5,27/09/2013,434,1,1,0,0,4942
532917,566,6,07/03/2015,410,1,0,0,0,3644
617386,963,2,09/09/2014,1120,1,0,0,0,10345
548829,461,7,17/02/2013,0,0,0,0,0,0
310452,519,3,11/06/2014,489,1,0,0,0,4212
63550,891,4,06/11/2014,1020,1,1,0,0,7718
537287,125,1,21/04/2014,0,0,0,1,1,0
630827,965,4,12/09/2013,925,1,1,0,0,9041
206258,598,4,05/02/2015,805,1,1,0,0,6521
92943,409,5,31/01/2014,516,1,0,0,0,5603
239054,60,3,01/04/2015,1175,1,1,0,0,13983
172308,143,3,18/09/2013,454,1,0,0,0,4354
216792,443,2,03/06/2014,531,1,1,0,0,6025
396763,218,7,22/12/2013,0,0,0,0,0,0
117554,743,1,01/07/2013,518,1,1,0,0,6326
632457,1039,4,12/06/2014,907,1,0,0,0,6984
9601,843,2,03/02/2015,1065,1,1,0,1,9845
446615,553,2,01/10/2013,520,1,0,0,0,5192
297658,141,3,02/01/2013,712,1,0,0,1,5433
363956,490,6,21/02/2015,1146,1,0,0,0,8756
378545,1096,2,24/09/2013,614,1,1,0,0,6505
521418,415,1,20/10/2014,556,1,1,0,1,6881
66002,411,5,17/05/2013,732,1,1,0,0,9799
442531,329,6,26/10/2013,394,1,0,0,0,4174
483058,1028,1,20/04/2015,496,1,0,0,0,3779
252180,183,5,31/05/2013,621,1,1,0,1,5644
340927,401,1,11/02/2013,613,1,0,0,1,6179
189257,202,5,13/03/2015,523,1,0,0,0,5946
240584,225,3,29/04/2015,661,1,1,0,0,6605
191662,134,7,22/12/2013,0,0,0,0,0,0
685893,81,6,25/07/2015,718,1,0,0,0,9086
479100,765,1,12/08/2013,905,1,1,0,1,11171
474184,832,3,05/03/2014,531,1,1,0,0,6363
263583,576,3,09/04/2014,764,1,0,0,0,5065
471272,364,4,23/10/2014,599,1,1,0,1,5561
306470,620,1,11/05/2015,746,1,0,0,0,7253
379753,733,5,24/05/2013,3386,1,0,0,0,13680
399345,3,1,13/10/2014,673,1,0,0,1,5548
453451,1096,1,17/06/2013,721,1,1,0,0,6898
330346,414,6,07/06/2014,592,1,0,0,0,6858
277333,768,7,05/04/2015,0,0,0,0,0,0
76093,85,6,10/08/2013,733,1,0,0,0,4969
354886,316,6,09/05/2015,925,1,0,0,0,9098
416739,523,2,02/07/2013,2121,1,1,0,1,18807
380830,523,7,14/06/2015,0,0,0,0,0,0
94356,843,2,02/09/2014,1070,1,1,0,0,9932
694718,456,3,12/02/2014,832,1,0,0,0,5090
12583,303,1,13/04/2015,856,1,1,0,0,8750
35941,685,5,16/08/2013,893,1,1,0,1,9732
484102,397,7,12/01/2014,0,0,0,0,0,0
691845,559,6,24/08/2013,293,1,0,0,0,2232
141967,530,6,11/05/2013,962,1,0,0,0,7268
132192,429,7,15/12/2013,0,0,0,0,0,0
510379,664,4,18/07/2013,544,1,1,0,1,5077
332284,209,5,20/09/2013,555,1,0,0,0,5536
61081,834,2,17/02/2015,711,1,1,0,0,7003
256684,725,6,09/11/2013,571,1,0,0,0,5627
297293,384,1,25/05/2015,0,0,0,1,0,0
342997,820,3,15/04/2015,1014,1,1,0,0,10522
687041,199,5,14/03/2014,608,1,0,0,0,6243
463318,207,5,17/05/2013,1381,1,1,0,0,11753
594310,400,3,28/08/2013,1273,1,1,0,0,9826
321174,314,6,06/07/2013,437,1,0,0,0,3987
353746,765,7,25/05/2014,0,0,0,0,0,0
397241,652,4,14/05/2015,0,0,0,1,0,0
181547,1096,2,03/09/2013,666,1,0,0,1,5049
166016,516,2,27/08/2013,841,1,1,0,1,7207
702930,1072,6,31/01/2015,420,1,0,0,0,4165
276035,904,5,10/05/2013,641,1,0,0,0,5470
569391,59,6,20/06/2015,258,1,0,0,0,2207
63826,714,3,01/04/2015,454,1,1,0,1,6991
51455,52,1,27/01/2014,389,1,0,0,0,5192
37765,875,3,29/10/2014,411,1,0,0,1,3769
250567,318,6,08/11/2014,566,1,0,0,0,5704
421512,123,7,05/10/2014,0,0,0,0,0,0
702640,767,5,19/04/2013,670,1,0,0,0,6326
82051,110,1,17/11/2014,557,1,0,0,0,4244
675377,908,1,04/11/2013,480,1,1,0,0,6690
683102,823,3,02/01/2013,570,1,0,0,1,5324
317952,374,3,16/10/2013,795,1,0,0,0,6117
586180,347,3,13/03/2013,299,1,0,0,0,3485
219522,1029,5,25/10/2013,758,1,1,0,1,5783
678056,472,5,05/12/2014,891,1,1,0,0,9046
83389,720,3,11/02/2015,682,1,0,0,0,6200
325177,858,5,03/07/2015,440,1,1,0,0,4738
134806,961,4,21/03/2013,647,1,1,0,0,6396
642044,1026,4,28/02/2013,1236,1,0,0,0,9054
533802,1069,4,20/03/2014,741,1,1,0,0,5871
701303,87,6,28/02/2015,547,1,0,0,0,4425
412813,1019,3,07/01/2015,828,1,1,0,0,10316
62805,844,6,18/10/2014,217,1,0,0,0,1722
565087,369,6,13/09/2014,643,1,0,0,0,7353
599840,718,1,16/12/2013,1389,1,1,0,0,13426
705122,1069,7,25/01/2015,0,0,0,0,0,0
369260,649,6,07/02/2015,156,1,0,0,0,1497
487792,779,6,28/02/2015,304,1,0,0,0,2946
438459,492,1,02/12/2013,1560,1,1,0,0,12562
251054,862,6,26/04/2014,662,1,0,0,0,5153
501254,862,6,05/01/2013,840,1,0,0,0,6687
72369,399,1,22/04/2013,685,1,1,0,0,7198
676879,666,3,09/01/2013,609,1,1,0,0,6597
174428,117,5,21/02/2014,533,1,1,0,0,4417
381763,188,6,20/04/2013,446,1,0,0,0,4573
639585,719,7,01/03/2015,0,0,0,0,0,0
438943,1066,4,16/10/2014,952,1,0,0,1,7894
706241,924,4,02/01/2014,399,1,0,0,1,3849
586607,931,5,05/09/2014,562,1,1,0,0,5387
571020,1028,3,03/12/2014,609,1,1,0,0,5705
227750,1017,7,01/03/2015,0,0,0,0,0,0
328258,130,2,30/12/2014,687,1,0,0,1,6085
185462,603,5,31/05/2013,849,1,1,0,1,9004
419414,984,5,05/12/2014,905,1,1,0,0,8967
623043,67,7,07/12/2014,0,0,0,0,0,0
206027,267,2,26/02/2013,766,1,0,0,0,5791
130400,196,3,16/04/2014,841,1,1,0,0,7027
678125,877,7,05/01/2014,0,0,0,0,0,0
357256,122,5,16/08/2013,1082,1,1,0,0,8950
313464,72,2,17/09/2013,403,1,0,0,0,3116
519532,994,4,06/11/2014,540,1,1,0,0,5726
629619,219,6,09/08/2014,222,1,0,0,0,1783
399031,534,3,23/01/2013,707,1,1,0,0,8465
465526,602,7,24/02/2013,0,0,0,0,0,0
324392,592,2,16/12/2014,811,1,1,0,0,6466
238182,1113,3,21/01/2015,630,1,0,0,0,5478
490252,222,4,02/05/2013,704,1,1,0,0,6791
318245,440,2,05/11/2013,671,1,1,0,0,6154
268489,56,1,12/05/2014,473,1,0,0,0,5917
488789,1113,5,24/01/2014,673,1,1,0,0,6227
706715,779,2,13/05/2014,737,1,0,0,0,6094
271044,440,2,18/02/2014,633,1,1,0,0,6082
481795,1098,3,22/04/2015,689,1,0,0,0,4475
680845,800,5,20/09/2013,485,1,0,0,0,4549
654639,160,3,04/03/2015,529,1,1,0,0,5982
447251,397,6,19/01/2013,620,1,0,0,0,4302
123772,254,6,03/01/2015,247,1,0,0,0,2678
668897,531,1,12/05/2014,598,1,0,0,0,4572
503532,766,1,10/06/2013,408,1,0,0,0,4206
524285,361,3,09/04/2014,501,1,0,0,0,4389
58964,491,6,20/07/2013,565,1,0,0,0,7038
485627,826,2,06/08/2013,694,1,0,0,1,7283
210473,1,1,03/03/2014,616,1,1,0,0,5795
612919,539,2,17/06/2014,1152,1,1,0,1,11420
54612,80,5,19/07/2013,599,1,1,0,1,7600
579764,482,2,06/08/2013,759,1,0,0,1,6264
228949,1031,6,11/01/2014,348,1,0,0,0,3908
206800,248,2,26/03/2013,1365,1,1,0,1,12526
44394,809,1,26/01/2015,1000,1,1,0,0,14031
344826,1082,1,18/05/2015,1166,1,1,0,0,8523
421424,117,4,01/05/2014,0,0,1,1,0,0
448134,1048,6,13/09/2014,477,1,0,0,0,5672
26044,196,1,08/04/2013,938,1,1,0,0,8164
559630,169,3,30/07/2014,342,1,1,0,1,4274
655624,300,3,24/09/2014,773,1,0,0,0,5991
309505,1011,5,18/01/2013,786,1,0,0,0,5963
360146,1066,6,24/01/2015,883,1,0,0,0,7859
681130,687,7,16/03/2014,0,0,0,0,0,0
423127,1067,6,11/01/2014,470,1,0,0,0,5088
387506,1093,1,05/05/2014,1001,1,1,0,0,10260
187334,341,1,19/01/2015,713,1,0,0,0,4998
314727,1019,4,21/03/2013,740,1,1,0,0,8997
368474,891,2,08/07/2014,676,1,0,0,1,6124
386432,891,3,19/11/2014,878,1,0,0,0,6146
582162,867,1,21/07/2014,435,1,0,0,1,4247
137780,118,4,16/04/2015,689,1,1,0,1,7644
127294,932,1,06/07/2015,662,1,0,0,0,6455
456907,646,6,28/03/2015,641,1,0,0,0,5459
195990,279,2,29/01/2013,386,1,0,0,0,4094
1336,1002,6,01/11/2014,758,1,0,0,0,6001
413256,417,6,27/12/2014,519,1,0,0,0,5473
518807,220,3,06/03/2013,715,1,1,0,0,5415
61927,13,3,11/03/2015,319,1,0,0,0,3605
503479,207,5,27/06/2014,1159,1,0,0,0,9554
140356,138,7,09/03/2014,0,0,0,0,0,0
712027,655,3,31/12/2014,455,1,0,0,1,4658
500657,255,4,18/06/2015,614,1,1,0,0,5888
403195,252,6,23/11/2013,800,1,0,0,0,9588
419944,511,6,29/06/2013,750,1,0,0,0,5193
357205,428,6,20/06/2015,513,1,0,0,0,5018
611860,231,4,15/01/2015,435,1,1,0,0,5599
548925,603,4,18/06/2015,982,1,1,0,0,7171
463938,843,5,08/03/2013,1309,1,1,0,0,11495
596847,400,6,07/12/2013,1015,1,0,0,0,7400
639276,162,4,27/06/2013,496,1,0,0,0,6684
578522,1044,5,11/07/2014,786,1,0,0,0,5666
36144,77,4,21/11/2013,634,1,1,0,0,6725
614681,598,4,27/03/2014,660,1,0,0,0,4562
190824,824,4,25/07/2013,596,1,0,0,1,4257
282454,565,4,05/06/2014,673,1,1,0,0,6407
385513,793,5,08/08/2014,484,1,1,0,1,4845
175554,745,6,22/11/2014,311,1,0,0,0,3086
677074,383,5,15/05/2015,2363,1,0,0,0,17572
222321,944,2,16/04/2013,985,1,0,0,0,5689
177728,193,7,18/01/2015,0,0,0,0,0,0
568207,379,7,30/11/2014,0,0,0,0,0,0
67251,1036,4,14/05/2015,0,0,0,1,0,0
367226,1072,4,05/06/2014,683,1,1,0,0,7341
48866,561,6,13/06/2015,480,1,0,0,0,4736
320082,936,3,17/06/2015,919,1,1,0,0,7345
370005,593,1,25/08/2014,1544,1,0,0,0,11714
643312,515,4,25/07/2013,625,1,0,0,1,6971
154701,576,7,06/10/2013,0,0,0,0,0,0
379645,579,3,17/06/2015,878,1,1,0,0,8541
555925,1089,5,26/04/2013,1026,1,1,0,0,10592
709310,537,6,27/04/2013,430,1,0,0,0,3842
689288,1021,4,23/05/2013,970,1,0,0,0,7360
533460,111,1,27/04/2015,647,1,1,0,0,7366
419164,88,6,16/02/2013,211,1,0,0,0,2058
375404,738,2,19/08/2014,853,1,1,0,1,9898
477172,117,6,02/11/2013,374,1,0,0,0,3107
454214,1081,6,03/08/2013,624,1,0,0,0,5233
181089,632,7,06/01/2013,0,0,0,0,0,0
115581,456,5,14/06/2013,774,1,0,0,0,4804
409575,497,6,16/03/2013,909,1,0,0,0,7011
592415,616,4,30/05/2013,0,0,1,1,0,0
8522,913,2,21/01/2014,1429,1,1,0,0,12693
62096,1089,2,22/01/2013,1008,1,1,0,0,10353
50063,238,6,14/02/2015,850,1,0,0,0,6252
131925,274,1,22/09/2014,920,1,0,0,0,3382
394477,1025,4,15/01/2015,869,1,1,0,0,7481
496809,87,1,03/02/2014,1031,1,1,0,1,8846
507502,1029,1,04/05/2015,1106,1,1,0,0,9229
272061,339,3,25/09/2013,704,1,1,0,0,5584
442158,435,6,24/05/2014,249,1,0,0,0,2206
667183,406,1,02/03/2015,604,1,1,0,0,8263
486733,240,4,14/11/2013,352,1,0,0,0,3650
68061,809,6,28/03/2015,641,1,0,0,0,7065
247182,592,2,27/01/2015,608,1,1,0,0,5713
158708,63,7,14/06/2015,0,0,0,0,0,0
539037,429,5,08/02/2013,464,1,1,0,0,5718
693813,545,3,23/01/2013,1101,1,1,0,0,11759
539705,50,2,07/01/2014,396,1,1,0,1,5105
578172,473,2,03/03/2015,545,1,1,0,0,4640
500647,865,2,26/03/2013,646,1,1,0,1,8510
652970,719,6,22/02/2014,512,1,0,0,0,5454
608930,516,5,27/03/2015,597,1,0,0,0,4927
559756,137,3,06/11/2013,871,1,1,0,0,8095
681942,70,6,06/04/2013,575,1,0,0,0,5693
160520,1,2,07/10/2014,556,1,1,0,0,4865
536663,152,3,05/02/2014,765,1,1,0,0,7057
192452,715,1,09/02/2015,582,1,0,0,1,5018
308864,140,5,29/11/2013,928,1,0,0,0,7373
172116,319,1,18/08/2014,963,1,1,0,1,9647
100072,31,6,21/12/2013,866,1,0,0,0,5873
322266,389,2,18/06/2013,1463,1,1,0,0,12765
480940,845,3,31/12/2014,282,1,0,0,1,3665
520973,67,1,05/01/2015,1209,1,1,0,1,11848
456141,897,5,21/03/2014,382,1,1,0,0,3805
704339,366,1,21/01/2013,750,1,1,0,0,8657
411678,456,1,20/10/2014,1038,1,1,0,0,8571
147544,993,7,19/07/2015,0,0,0,0,0,0
344657,281,4,12/03/2015,475,1,0,0,0,4855
126761,1113,5,12/09/2014,670,1,0,0,0,6111
210406,421,3,29/05/2013,1068,1,1,0,0,10170
655920,352,1,13/10/2014,533,1,0,0,1,5306
395852,899,3,11/02/2015,475,1,0,0,1,4083
58977,936,2,01/07/2014,990,1,1,0,0,8848
396093,1013,2,28/10/2014,439,1,0,0,0,3807
351993,596,2,17/09/2013,569,1,0,0,0,3511
337146,914,3,10/12/2014,1069,1,0,0,0,8185
110491,12,2,25/06/2013,768,1,0,0,1,5945
452685,542,3,06/03/2013,595,1,1,0,0,6034
526234,188,5,05/12/2014,557,1,1,0,0,7395
653138,126,6,15/03/2014,476,1,0,0,0,5126
308771,209,4,09/04/2015,566,1,0,0,1,5019
665879,15,5,05/12/2014,957,1,1,0,0,8290
349160,1096,3,09/01/2013,480,1,1,0,0,6025
680385,417,4,16/05/2013,976,1,1,0,0,9201
26319,645,4,12/12/2013,1209,1,0,0,0,9008
480561,278,5,31/07/2015,929,1,1,0,1,9803
578013,793,2,28/05/2013,435,1,1,0,0,4296
378395,321,3,24/09/2014,414,1,0,0,0,3836
347984,127,6,26/10/2013,663,1,0,0,0,5017
612381,434,3,13/05/2015,891,1,0,0,0,7940
453495,641,7,05/01/2014,0,0,0,0,0,0
201721,1105,5,14/06/2013,371,1,0,0,0,2938
539467,1115,3,31/07/2013,421,1,1,0,1,6103
479283,159,4,07/02/2013,689,1,1,0,0,8073
604725,772,4,21/03/2013,439,1,1,0,0,3171
110797,356,7,14/04/2013,0,0,0,0,0,0
362761,860,3,06/11/2013,651,1,1,0,0,4987
666268,621,5,19/06/2015,785,1,1,0,0,6415
604018,999,2,19/03/2013,691,1,1,0,0,9989
681683,979,3,20/05/2015,674,1,1,0,0,7251
199751,284,5,11/04/2014,408,1,0,0,0,4489
694253,317,2,26/05/2015,587,1,0,0,1,5590
528328,975,7,15/03/2015,0,0,0,0,0,0
264135,751,6,18/05/2013,668,1,0,0,0,4883
356711,368,1,23/09/2013,877,1,1,0,0,12271
649095,616,6,22/06/2013,603,1,0,0,0,5914
341334,538,2,14/07/2015,702,1,1,0,0,5372
544571,428,5,02/08/2013,632,1,1,0,1,7185
280884,157,1,05/08/2013,968,1,0,0,1,7860
332574,1002,1,03/11/2014,924,1,1,0,0,9690
410387,1087,6,26/07/2014,568,1,0,0,0,5215
163791,392,7,17/11/2013,0,0,0,0,0,0
373442,1100,1,08/06/2015,569,1,0,0,0,4017
694796,605,6,19/10/2013,511,1,0,0,0,6561
604029,73,7,22/06/2014,0,0,0,0,0,0
301515,254,2,07/07/2015,216,1,0,0,0,2369
662257,350,7,10/05/2015,0,0,0,0,0,0
565472,383,2,09/07/2013,1959,1,0,0,1,14814
283298,305,2,19/02/2013,369,1,1,0,0,3579
656464,1037,7,27/01/2013,0,0,0,0,0,0
293288,302,3,25/06/2014,265,1,0,0,0,2924
671429,343,2,07/07/2015,567,1,0,0,1,4955
288801,814,7,14/04/2013,0,0,0,0,0,0
2275,1086,5,15/11/2013,940,1,0,0,0,8762
651900,150,7,04/05/2014,0,0,0,0,0,0
689691,545,7,07/04/2013,0,0,0,0,0,0
341463,740,3,05/11/2014,501,1,1,0,0,7075
674668,761,6,23/05/2015,816,1,0,0,0,7612
421436,1083,5,27/06/2014,340,1,0,0,0,4305
37929,319,1,17/03/2014,952,1,1,0,0,9713
703690,210,6,04/07/2015,336,1,0,0,0,3725
450078,1057,1,29/07/2013,739,1,1,0,1,9376
201886,2,2,15/10/2013,472,1,0,0,0,3657
41403,427,3,21/05/2014,754,1,1,0,0,7785
369691,199,6,26/04/2014,663,1,0,0,0,7606
110778,838,2,30/09/2014,931,1,1,0,0,9770
414242,842,4,03/01/2013,1107,1,0,0,1,10695
225890,557,7,31/03/2013,0,0,0,0,0,0
89983,41,5,22/02/2013,354,1,1,0,0,4644
10145,693,7,12/01/2014,0,0,0,0,0,0
16022,241,1,29/07/2013,844,1,1,0,1,9958
58858,32,6,03/05/2014,279,1,0,0,0,2080
416004,628,1,16/12/2013,1260,1,1,0,0,13477
605951,1018,6,11/10/2014,1411,1,0,0,0,11289
4482,442,6,06/09/2014,441,1,0,0,0,3856
415859,145,1,16/03/2015,1419,1,1,0,0,11877
207660,793,3,15/05/2013,435,1,1,0,0,4764
165265,661,5,28/02/2014,609,1,0,0,0,5761
130691,1030,1,24/06/2013,292,1,0,0,0,2732
484173,1055,6,16/08/2014,846,1,0,0,0,6581
686134,1034,6,21/03/2015,248,1,0,0,0,2184
488521,553,7,19/01/2014,0,0,0,0,0,0
365967,25,1,30/03/2015,1855,1,1,0,1,14184
448155,938,6,11/07/2015,801,1,0,0,0,7519
511596,5,7,24/08/2014,0,0,0,0,0,0
199093,1061,3,10/06/2015,503,1,0,0,0,6191
242039,480,2,06/05/2014,802,1,1,0,0,7386
490102,853,4,18/07/2013,1112,1,1,0,0,10164
662953,852,5,30/01/2015,637,1,1,0,0,5092
103182,249,5,24/04/2015,513,1,0,0,0,4609
156993,1106,4,30/04/2015,721,1,1,0,0,6893
345874,451,7,10/03/2013,0,0,0,0,0,0
668002,805,1,01/07/2013,890,1,1,0,0,10599
90599,944,3,16/10/2013,1107,1,0,0,1,6725
370004,198,1,16/02/2015,368,1,1,0,0,3844
503558,756,2,18/11/2014,1953,1,0,0,0,12805
423441,889,3,22/05/2013,396,1,0,0,0,3273
690582,1002,4,24/01/2013,674,1,1,0,0,5799
277025,621,1,30/03/2015,1027,1,1,0,1,8056
599937,164,4,04/07/2013,691,1,1,0,0,6932
260518,1040,1,14/10/2013,772,1,0,0,0,6461
441323,1065,5,19/04/2013,448,1,0,0,0,3487
